Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 04:00:00-05:00,371.41,371.65,370.56,371.34,0,0.0,0.0
2024-01-04 05:00:00-05:00,371.47,371.65,371.0,371.64,0,0.0,0.0
2024-01-04 06:00:00-05:00,371.62,371.71,371.05,371.62,0,0.0,0.0
2024-01-04 07:00:00-05:00,371.62,371.84,370.98,371.51,0,0.0,0.0
2024-01-04 08:00:00-05:00,371.6,371.99,370.34,371.89,0,0.0,0.0
2024-01-04 09:00:00-05:00,371.72,371.89,369.45,370.585,0,0.0,0.0
2024-01-04 09:30:00-05:00,370.6650085449219,372.6400146484375,370.5,371.94000244140625,3620584,0.0,0.0
2024-01-04 10:30:00-05:00,371.9549865722656,373.1000061035156,371.6000061035156,372.1070861816406,1906544,0.0,0.0
2024-01-04 11:30:00-05:00,372.1200866699219,372.4800109863281,370.6610107421875,370.9750061035156,1782527,0.0,0.0
2024-01-04 12:30:00-05:00,370.9599914550781,370.989990234375,369.9200134277344,370.6000061035156,1826016,0.0,0.0
2024-01-04 13:30:00-05:00,370.5799865722656,370.7721862792969,370.05999755859375,370.0849914550781,1193933,0.0,0.0
2024-01-04 14:30:00-05:00,370.05999755859375,370.1059875488281,368.05999755859375,368.32000732421875,2554268,0.0,0.0
2024-01-04 15:30:00-05:00,368.32000732421875,369.0559997558594,367.1700134277344,367.95001220703125,3178452,0.0,0.0
2024-01-04 16:00:00-05:00,367.94,367.9725,367.5,367.8,0,0.0,0.0
2024-01-04 17:00:00-05:00,367.79,381.3625,365.87875,368.24,0,0.0,0.0
2024-01-04 18:00:00-05:00,368.25,368.85,368.1,368.5,0,0.0,0.0
