Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-31 04:00:00-04:00,264.88,264.88,263.5,263.52,0,0.0,0.0
2022-08-31 05:00:00-04:00,263.52,264.14,263.16,263.4,0,0.0,0.0
2022-08-31 06:00:00-04:00,263.33,264.87,263.18,264.39,0,0.0,0.0
2022-08-31 07:00:00-04:00,264.41,265.58,264.1,264.5,0,0.0,0.0
2022-08-31 08:00:00-04:00,264.5,266.06,262.313,264.84,0,0.0,0.0
2022-08-31 09:00:00-04:00,264.57,266.535,260.76,265.72,0,0.0,0.0
2022-08-31 09:30:00-04:00,265.3900146484375,267.1099853515625,263.5899963378906,263.8599853515625,4461016,0.0,0.0
2022-08-31 10:30:00-04:00,263.8299865722656,264.82000732421875,262.17608642578125,263.0199890136719,2159732,0.0,0.0
2022-08-31 11:30:00-04:00,262.9800109863281,264.9100036621094,262.6000061035156,264.1400146484375,1662340,0.0,0.0
2022-08-31 12:30:00-04:00,264.20001220703125,264.4649963378906,262.6724853515625,263.010009765625,1298737,0.0,0.0
2022-08-31 13:30:00-04:00,263.010009765625,263.55999755859375,262.3599853515625,262.9501037597656,1415876,0.0,0.0
2022-08-31 14:30:00-04:00,262.93011474609375,263.9200134277344,262.0451965332031,263.2200012207031,1668546,0.0,0.0
2022-08-31 15:30:00-04:00,263.2200012207031,263.8500061035156,261.3299865722656,261.45001220703125,3296575,0.0,0.0
2022-08-31 16:00:00-04:00,261.45,261.93,258.86,261.6,0,0.0,0.0
2022-08-31 17:00:00-04:00,261.6988,261.7,261.13,261.36,0,0.0,0.0
2022-08-31 18:00:00-04:00,261.36,262.18,260.07,260.45,0,0.0,0.0
2022-08-31 19:00:00-04:00,260.3,260.66,259.01,259.4,0,0.0,0.0
