Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 04:00:00-05:00,140.52,140.81,140.43,140.67,0,0.0,0.0
2024-01-04 05:00:00-05:00,140.75,140.87,140.58,140.68,0,0.0,0.0
2024-01-04 06:00:00-05:00,140.69,140.89,140.65,140.89,0,0.0,0.0
2024-01-04 07:00:00-05:00,140.9,140.9,140.51,140.58,0,0.0,0.0
2024-01-04 08:00:00-05:00,140.54,141.0,140.31,140.7409,0,0.0,0.0
2024-01-04 09:00:00-05:00,140.81,140.91,138.83,140.18,0,0.0,0.0
2024-01-04 09:30:00-05:00,139.85000610351562,140.2899932861328,139.4199981689453,139.80999755859375,2695206,0.0,0.0
2024-01-04 10:30:00-05:00,139.80999755859375,140.63499450683594,139.58999633789062,140.1750030517578,1850351,0.0,0.0
2024-01-04 11:30:00-05:00,140.1699981689453,140.3300018310547,139.3800048828125,139.57000732421875,1569702,0.0,0.0
2024-01-04 12:30:00-05:00,139.5850067138672,139.5850067138672,138.8300018310547,139.24000549316406,1678087,0.0,0.0
2024-01-04 13:30:00-05:00,139.2550048828125,139.33999633789062,138.4949951171875,138.52999877929688,1570664,0.0,0.0
2024-01-04 14:30:00-05:00,138.52000427246094,138.84500122070312,138.35000610351562,138.60499572753906,1415867,0.0,0.0
2024-01-04 15:30:00-05:00,138.6199951171875,138.8300018310547,138.00999450683594,138.0500030517578,2373592,0.0,0.0
2024-01-04 16:00:00-05:00,138.04,138.34,138.03,138.11,0,0.0,0.0
2024-01-04 17:00:00-05:00,138.13,138.14,138.04,138.1,0,0.0,0.0
2024-01-04 18:00:00-05:00,138.1,138.4,138.06,138.3663,0,0.0,0.0
