Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 04:00:00-05:00,140.81,141.3,140.78,141.0,0,0.0,0.0
2024-01-02 05:00:00-05:00,140.98,141.12,140.89,140.91,0,0.0,0.0
2024-01-02 06:00:00-05:00,140.96,141.16,140.01,140.02,0,0.0,0.0
2024-01-02 07:00:00-05:00,140.02,140.22,139.64,140.0,0,0.0,0.0
2024-01-02 08:00:00-05:00,140.02,141.3,139.35,139.37,0,0.0,0.0
2024-01-02 09:00:00-05:00,139.43,140.93,139.374,139.6,0,0.0,0.0
2024-01-02 09:30:00-05:00,139.60000610351562,140.6147003173828,137.8209991455078,138.3699951171875,5189598,0.0,0.0
2024-01-02 10:30:00-05:00,138.36000061035156,138.85000610351562,137.74000549316406,138.83999633789062,1931491,0.0,0.0
2024-01-02 11:30:00-05:00,138.85000610351562,139.55999755859375,138.66000366210938,139.22000122070312,1781112,0.0,0.0
2024-01-02 12:30:00-05:00,139.22000122070312,139.52999877929688,138.75999450683594,139.28500366210938,1252793,0.0,0.0
2024-01-02 13:30:00-05:00,139.3000030517578,139.44509887695312,138.77999877929688,139.11000061035156,1302366,0.0,0.0
2024-01-02 14:30:00-05:00,139.10000610351562,139.17999267578125,138.50999450683594,139.02000427246094,1824925,0.0,0.0
2024-01-02 15:30:00-05:00,139.02000427246094,139.66000366210938,139.0,139.55999755859375,2493099,0.0,0.0
2024-01-02 16:00:00-05:00,139.56,139.66,138.96,139.49,0,0.0,0.0
2024-01-02 17:00:00-05:00,139.53,147.00125,134.14453,139.86,0,0.0,0.0
2024-01-02 18:00:00-05:00,139.86,139.89,139.34,139.52,0,0.0,0.0
