Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-03 04:00:00-05:00,139.3,139.33,139.05,139.11,0,0.0,0.0
2024-01-03 05:00:00-05:00,139.09,139.13,138.55,138.86,0,0.0,0.0
2024-01-03 06:00:00-05:00,138.86,139.07,138.62,138.62,0,0.0,0.0
2024-01-03 07:00:00-05:00,138.63,138.79,138.45,138.55,0,0.0,0.0
2024-01-03 08:00:00-05:00,138.55,139.56,138.01,138.47,0,0.0,0.0
2024-01-03 09:00:00-05:00,138.44,139.735,138.0803,138.205,0,0.0,0.0
2024-01-03 09:30:00-05:00,138.625,139.89500427246094,138.47000122070312,139.52999877929688,4214299,0.0,0.0
2024-01-03 10:30:00-05:00,139.52999877929688,140.2899932861328,139.3498992919922,140.08999633789062,2273908,0.0,0.0
2024-01-03 11:30:00-05:00,140.0800018310547,140.375,140.01010131835938,140.30999755859375,1167072,0.0,0.0
2024-01-03 12:30:00-05:00,140.30999755859375,140.7899932861328,140.16000366210938,140.5500030517578,1221712,0.0,0.0
2024-01-03 13:30:00-05:00,140.55999755859375,140.9499969482422,140.08999633789062,140.92999267578125,1830585,0.0,0.0
2024-01-03 14:30:00-05:00,140.92999267578125,141.08999633789062,140.69500732421875,140.82000732421875,2064929,0.0,0.0
2024-01-03 15:30:00-05:00,140.82000732421875,140.85499572753906,140.06500244140625,140.33999633789062,2209553,0.0,0.0
2024-01-03 16:00:00-05:00,140.33,140.7387,140.21,140.37,0,0.0,0.0
2024-01-03 17:00:00-05:00,140.35,145.2165,140.35,140.43,0,0.0,0.0
2024-01-03 18:00:00-05:00,140.44,140.6,140.37,140.45,0,0.0,0.0
