Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 04:00:00-05:00,239.15,240.64,238.32,240.35,0,0.0,0.0
2024-01-04 05:00:00-05:00,240.35,240.9,240.21,240.72,0,0.0,0.0
2024-01-04 06:00:00-05:00,240.71,241.0,240.53,240.73,0,0.0,0.0
2024-01-04 07:00:00-05:00,240.73,240.75,238.43,239.85,0,0.0,0.0
2024-01-04 08:00:00-05:00,239.83,240.9617,238.45,239.33,0,0.0,0.0
2024-01-04 09:00:00-05:00,239.19,245.14,237.24,238.02,0,0.0,0.0
2024-01-04 09:30:00-05:00,239.25,241.75999450683594,237.72999572753906,240.47500610351562,31465260,0.0,0.0
2024-01-04 10:30:00-05:00,240.49000549316406,242.6999969482422,240.4302978515625,241.7449951171875,17206314,0.0,0.0
2024-01-04 11:30:00-05:00,241.72000122070312,242.14999389648438,239.77999877929688,241.1999969482422,11727668,0.0,0.0
2024-01-04 12:30:00-05:00,241.19500732421875,241.8699951171875,240.35000610351562,241.1699981689453,9243366,0.0,0.0
2024-01-04 13:30:00-05:00,241.16310119628906,241.8000030517578,239.0102996826172,239.0500946044922,10211070,0.0,0.0
2024-01-04 14:30:00-05:00,239.0500030517578,240.2299041748047,238.67999267578125,239.860107421875,11165320,0.0,0.0
2024-01-04 15:30:00-05:00,239.8800048828125,240.25,237.8000030517578,237.9600067138672,7923570,0.0,0.0
2024-01-04 16:00:00-05:00,237.95,238.48,237.4,238.27,0,0.0,0.0
2024-01-04 17:00:00-05:00,238.2559,238.4,237.365,238.4,0,0.0,0.0
2024-01-04 18:00:00-05:00,238.35,238.78,238.35,238.68,0,0.0,0.0
