Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-31 04:00:00-04:00,279.44,280.0,278.55,279.1,0,0.0,0.0
2022-08-31 05:00:00-04:00,279.1,279.25,278.01,278.06,0,0.0,0.0
2022-08-31 06:00:00-04:00,278.04,279.29,277.2,278.8,0,0.0,0.0
2022-08-31 07:00:00-04:00,278.8,279.92,278.29,279.17,0,0.0,0.0
2022-08-31 08:00:00-04:00,279.11,281.5,277.2212,279.68,0,0.0,0.0
2022-08-31 09:00:00-04:00,279.66,288.33,272.705,280.19,0,0.0,0.0
2022-08-31 09:30:00-04:00,280.6199951171875,281.25,275.19000244140625,276.3753967285156,13307538,0.0,0.0
2022-08-31 10:30:00-04:00,276.3299865722656,276.95001220703125,271.80999755859375,273.63739013671875,8248809,0.0,0.0
2022-08-31 11:30:00-04:00,273.59991455078125,276.84991455078125,273.0,275.92999267578125,5199190,0.0,0.0
2022-08-31 12:30:00-04:00,275.95989990234375,277.568115234375,275.04998779296875,276.0400085449219,4697580,0.0,0.0
2022-08-31 13:30:00-04:00,276.04998779296875,278.4200134277344,274.79998779296875,277.8299865722656,4426669,0.0,0.0
2022-08-31 14:30:00-04:00,277.8800048828125,278.010009765625,274.6600036621094,277.0400085449219,5321878,0.0,0.0
2022-08-31 15:30:00-04:00,277.05999755859375,278.82000732421875,275.3999938964844,275.45001220703125,4356352,0.0,0.0
2022-08-31 16:00:00-04:00,275.48,281.3013,275.4,275.66,0,0.0,0.0
2022-08-31 17:00:00-04:00,275.66,275.94,274.2,274.72,0,0.0,0.0
2022-08-31 18:00:00-04:00,274.72,275.66,273.0,274.0,0,0.0,0.0
2022-08-31 19:00:00-04:00,274.0,274.2,272.0,272.24,0,0.0,0.0
